59, 59
60, 60
60, 60
60, 60
61, 61
61, 61
62, 62
62, 62
63, 63
64, 64
64, 64
65, 65
65, 65
66, 66
66, 66
66, 66
66, 66
66, 66
69, 69
76, 76
82, 82
86, 86
86, 86
85, 85
83, 83
80, 80
72, 72
61, 61
60, 60
59, 59
59, 59
59, 59
60, 60
60, 60
60, 60
61, 61
62, 62
62, 62
63, 63
64, 64
64, 64
65, 65
65, 65
66, 66
66, 66
66, 66
66, 66
67, 67
71, 71
78, 78
83, 83
85, 85
85, 85
84, 84
82, 82
79, 79
73, 73
61, 61
60, 60
59, 59
59, 59
59, 59
59, 59
60, 60
60, 60
61, 61
62, 62
62, 62
63, 63
64, 64
64, 64
65, 65
65, 65
66, 66
66, 66
66, 66
66, 66
67, 67
73, 73
79, 79
83, 83
84, 84
84, 84
82, 82
80, 80
78, 78
74, 74
62, 62
61, 61
60, 60
59, 59
59, 59
60, 60
60, 60
61, 61
61, 61
62, 62
62, 62
63, 63
64, 64
64, 64
65, 65
65, 65
66, 66
66, 66
66, 66
66, 66
69, 69
75, 75
80, 80
82, 82
82, 82
81, 81
80, 80
78, 78
76, 76
74, 74
62, 62
61, 61
60, 60
60, 60
60, 60
60, 60
60, 60
61, 61
62, 62
62, 62
63, 63
63, 63
64, 64
65, 65
65, 65
66, 66
66, 66
66, 66
66, 66
66, 66
71, 71
76, 76
80, 80
81, 81
80, 80
78, 78
77, 77
75, 75
74, 74
73, 73
64, 64
62, 62
61, 61
60, 60
60, 60
61, 61
61, 61
61, 61
62, 62
63, 63
63, 63
64, 64
64, 64
65, 65
65, 65
66, 66
66, 66
66, 66
67, 67
68, 68
73, 73
77, 77
79, 79
78, 78
76, 76
75, 75
73, 73
72, 72
71, 71
71, 71
65, 65
63, 63
62, 62
61, 61
61, 61
61, 61
62, 62
62, 62
63, 63
63, 63
64, 64
64, 64
65, 65
65, 65
66, 66
66, 66
66, 66
66, 66
69, 69
70, 70
74, 74
77, 77
77, 77
75, 75
73, 73
71, 71
69, 69
68, 68
67, 67
68, 68
66, 66
64, 64
63, 63
62, 62
62, 62
62, 62
62, 62
63, 63
63, 63
64, 64
64, 64
65, 65
65, 65
65, 65
66, 66
67, 67
68, 68
68, 68
70, 70
72, 72
74, 74
76, 76
75, 75
72, 72
69, 69
69, 69
68, 68
68, 68
67, 67
67, 67
66, 66
65, 65
64, 64
63, 63
63, 63
63, 63
63, 63
64, 64
64, 64
64, 64
65, 65
65, 65
66, 66
66, 66
68, 68
70, 70
70, 70
70, 70
72, 72
73, 73
75, 75
75, 75
70, 70
68, 68
69, 69
68, 68
68, 68
68, 68
68, 68
67, 67
67, 67
66, 66
65, 65
64, 64
64, 64
64, 64
64, 64
64, 64
65, 65
65, 65
65, 65
66, 66
66, 66
69, 69
71, 71
72, 72
72, 72
72, 72
72, 72
73, 73
74, 74
71, 71
70, 70
68, 68
68, 68
68, 68
68, 68
68, 68
68, 68
68, 68
68, 68
67, 67
66, 66
65, 65
65, 65
65, 65
65, 65
65, 65
66, 66
66, 66
66, 66
66, 66
68, 68
72, 72
73, 73
73, 73
73, 73
73, 73
73, 73
73, 73
72, 72
71, 71
68, 68
68, 68
68, 68
68, 68
68, 68
68, 68
69, 69
69, 69
68, 68
68, 68
67, 67
66, 66
66, 66
66, 66
66, 66
66, 66
66, 66
66, 66
67, 67
68, 68
72, 72
74, 74
74, 74
74, 74
74, 74
73, 73
73, 73
72, 72
72, 72
69, 69
68, 68
67, 67
67, 67
68, 68
68, 68
68, 68
69, 69
69, 69
69, 69
69, 69
68, 68
67, 67
67, 67
67, 67
67, 67
67, 67
67, 67
67, 67
67, 67
71, 71
74, 74
76, 76
76, 76
75, 75
74, 74
73, 73
72, 72
72, 72
70, 70
68, 68
67, 67
67, 67
67, 67
67, 67
68, 68
68, 68
69, 69
70, 70
70, 70
69, 69
69, 69
68, 68
68, 68
68, 68
68, 68
68, 68
68, 68
68, 68
70, 70
74, 74
76, 76
77, 77
76, 76
75, 75
73, 73
70, 70
71, 71
71, 71
68, 68
67, 67
67, 67
66, 66
66, 66
67, 67
67, 67
68, 68
69, 69
70, 70
70, 70
70, 70
70, 70
69, 69
69, 69
69, 69
69, 69
69, 69
69, 69
68, 68
73, 73
77, 77
78, 78
77, 77
76, 76
74, 74
70, 70
72, 72
70, 70
69, 69
68, 68
67, 67
66, 66
66, 66
66, 66
66, 66
67, 67
68, 68
69, 69
70, 70
70, 70
70, 70
70, 70
70, 70
69, 69
69, 69
69, 69
69, 69
69, 69
71, 71
76, 76
78, 78
78, 78
77, 77
75, 75
72, 72
71, 71
71, 71
69, 69
68, 68
67, 67
67, 67
66, 66
65, 65
65, 65
66, 66
66, 66
67, 67
68, 68
69, 69
70, 70
71, 71
71, 71
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
75, 75
78, 78
79, 79
78, 78
76, 76
74, 74
71, 71
70, 70
69, 69
68, 68
68, 68
67, 67
66, 66
65, 65
65, 65
64, 64
65, 65
66, 66
67, 67
68, 68
69, 69
70, 70
70, 70
71, 71
70, 70
70, 70
70, 70
70, 70
70, 70
72, 72
77, 77
80, 80
80, 80
78, 78
75, 75
71, 71
69, 69
68, 68
68, 68
68, 68
68, 68
67, 67
66, 66
65, 65
64, 64
64, 64
64, 64
65, 65
66, 66
67, 67
68, 68
69, 69
70, 70
71, 71
71, 71
70, 70
70, 70
70, 70
70, 70
75, 75
79, 79
80, 80
79, 79
76, 76
72, 72
69, 69
68, 68
68, 68
68, 68
68, 68
67, 67
67, 67
66, 66
65, 65
64, 64
63, 63
64, 64
65, 65
66, 66
67, 67
68, 68
69, 69
70, 70
70, 70
70, 70
70, 70
70, 70
70, 70
73, 73
77, 77
80, 80
80, 80
78, 78
74, 74
70, 70
68, 68
68, 68
68, 68
68, 68
67, 67
67, 67
66, 66
65, 65
64, 64
64, 64
63, 63
64, 64
64, 64
65, 65
66, 66
67, 67
68, 68
69, 69
70, 70
70, 70
70, 70
70, 70
70, 70
75, 75
78, 78
80, 80
79, 79
75, 75
71, 71
68, 68
68, 68
68, 68
68, 68
67, 67
67, 67
67, 67
66, 66
65, 65
64, 64
63, 63
63, 63
63, 63
64, 64
65, 65
65, 65
66, 66
67, 67
68, 68
69, 69
69, 69
69, 69
69, 69
72, 72
76, 76
79, 79
79, 79
77, 77
73, 73
68, 68
68, 68
67, 67
67, 67
67, 67
67, 67
67, 67
67, 67
66, 66
65, 65
64, 64
63, 63
63, 63
63, 63
64, 64
64, 64
65, 65
65, 65
66, 66
67, 67
68, 68
69, 69
69, 69
69, 69
73, 73
76, 76
78, 78
77, 77
74, 74
69, 69
67, 67
67, 67
67, 67
67, 67
67, 67
67, 67
67, 67
67, 67
66, 66
65, 65
64, 64
63, 63
63, 63
63, 63
64, 64
64, 64
64, 64
64, 64
65, 65
66, 66
67, 67
67, 67
68, 68
70, 70
73, 73
76, 76
76, 76
75, 75
71, 71
67, 67
67, 67
67, 67
67, 67
67, 67
67, 67
67, 67
